 edhoo ; en  haut,  vers  l'intérieur,  vers  1a  brousse 
 edhüo  gooraany ; -— 
 en ; haut 
 edhoco ; hoot  a  terre  (cf.  e-°  et  dhoc) 
 ehaac ; autrefois 
 ehee- ; quelque  paÏt  par  1ä  (localisa-  tion  imprécise) 
 eheeang ;  par  ici  (proche  du  locuteur) 
 ehee ; par  lä  (proche  de  l'interlocu-  teur) 
 ehgelee ; par  lä-bas  (loin) 
 eheeû ; quelque  part  vers  le  lagon 
 sos ; (Goony) 
 eheeio ; quelque  part  vers  la  falaise  (Cou)  eheeling  quelque  part  lä-bas  (ana-  phorique) 
 eheedhoo ; quelque  part  en  haut  eheejii  quelque  part  en  bas 
 elââm  ju ; ehee  cherche  par  lä 
 ! ; . 
 hu ; verbe  impersonnel  d'existence  *  11  y  en  a  ... 
 e  hu ; koio  il  y  a  de  l'eau 
 e ; hu 
 umuOk  uma ; j'ai  une  maison 
 e  ka  vee  hu  umwodrin  uma ; ils  ont  cha-  cun  leur  maison  (cf.  e!  et  hu) 
 eio ; lä  (vers  la  falaise,  vers  Cou)  (cf.  e-*°  et  i0)  — 
 eja ; tout  a  l'heure,  juste  avant  (passé  proche) 
 uje  hoo ; eja 
 hnyomekatu  ? ; qu'as-tu  fait  ce  matin  ? 
 ejit ; Ü. 
 en ; bas  b.  pfêcëdent,  d'avant  C.  suffixe  démonstratif  à  valeur  ana-  phorique  (souvent  suivi  d'une  proposi-  tion  relative  au  passé) 
 ta  ejii  hon  kânâ ; tomber 
 sur ; la  terfe 
 hnyi  bong  ejii ; le  jourd'avant,avant—  hier  cet  homme 
 at  ejii  aa  hlä  iiny  hnyei  dont ; le  champ 
 a ; brûlé 
 ewa  Ünyi  ejii  oôtee  ixâlä  ? ; où 
 est  cette ; chose 
 que  nous ; (2) 
 avons ; cachée 
 ?  e  «  À ; (c£.  e-°  et  jii  ) 
 eji  elee  à ; venir, 
 lointain  e  i  e  bong  ejimelee  les ; jours 
 ä ; venir 
 ejiio  1lä-bas  (vers ; la  mer,  vers  1ella—  gon) 
 gedhen  ejiio  cette  route  lä-bas ; (vers 
